"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.group19-project.cs744-s19-pg0.wisc.cloudlab.us",,,,"User:","madanraj"
"Cmdline:","dstat --time --cpu --mem --load --net --output singlernn.csv",,,,"Date:","09 May 2019 23:02:14 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
09-05 23:02:42,10.373,1.178,88.449,0.0,0.0,0.0,2348003328.0,195645440.0,1776402432.0,1.96950216704e+11,1.610,0.660,0.250,6132.0,492.0
09-05 23:02:43,11.108,1.265,87.627,0.0,0.0,0.0,2347999232.0,195645440.0,1776406528.0,1.96950216704e+11,1.560,0.660,0.250,6486.0,398.0
09-05 23:02:44,10.881,1.023,88.096,0.0,0.0,0.0,2348253184.0,195645440.0,1776406528.0,1.96949962752e+11,1.560,0.660,0.250,6432.0,492.0
09-05 23:02:45,9.563,1.312,89.124,0.0,0.0,0.0,2347745280.0,195645440.0,1776406528.0,1.96950470656e+11,1.560,0.660,0.250,6732.0,492.0
09-05 23:02:46,9.700,1.335,88.964,0.0,0.0,0.0,2348634112.0,195645440.0,1776406528.0,1.96949581824e+11,1.560,0.660,0.250,6366.0,398.0
09-05 23:02:47,10.268,1.302,88.430,0.0,0.0,0.0,2348507136.0,195645440.0,1776406528.0,1.969497088e+11,1.560,0.660,0.250,6312.0,492.0
09-05 23:02:48,10.290,1.327,88.383,0.0,0.0,0.0,2348396544.0,195645440.0,1776406528.0,1.96949819392e+11,1.520,0.670,0.260,6792.0,594.0
09-05 23:02:49,9.751,1.285,88.964,0.0,0.0,0.0,2348752896.0,195645440.0,1776406528.0,1.9694946304e+11,1.520,0.670,0.260,6864.0,1442.0
09-05 23:02:50,10.599,1.322,88.080,0.0,0.0,0.0,2348625920.0,195645440.0,1776406528.0,1.96949590016e+11,1.520,0.670,0.260,6846.0,398.0
09-05 23:02:51,10.263,1.054,88.683,0.0,0.0,0.0,2348879872.0,195645440.0,1776406528.0,1.96949336064e+11,1.520,0.670,0.260,5886.0,398.0
09-05 23:02:52,9.914,1.283,88.802,0.0,0.0,0.0,2348621824.0,195645440.0,1776406528.0,1.96949594112e+11,1.520,0.670,0.260,5820.0,594.0
09-05 23:02:53,9.786,1.135,89.079,0.0,0.0,0.0,2348724224.0,195649536.0,1776406528.0,1.96949487616e+11,1.870,0.760,0.290,7008.0,1222.0
09-05 23:02:54,10.435,1.351,88.213,0.0,0.0,0.0,2349027328.0,195649536.0,1776406528.0,1.96949184512e+11,1.870,0.760,0.290,6132.0,12532.0
09-05 23:02:55,11.213,1.265,87.522,0.0,0.0,0.0,2348769280.0,195649536.0,1776406528.0,1.9694944256e+11,1.870,0.760,0.290,5766.0,398.0
09-05 23:02:56,10.954,1.490,87.556,0.0,0.0,0.0,2349277184.0,195649536.0,1776410624.0,1.9694893056e+11,1.870,0.760,0.290,6498.0,626.0
09-05 23:02:57,9.645,1.461,88.894,0.0,0.0,0.0,2349150208.0,195649536.0,1776410624.0,1.96949057536e+11,1.870,0.760,0.290,6366.0,398.0
09-05 23:02:58,10.567,1.299,88.134,0.0,0.0,0.0,2349142016.0,195649536.0,1776410624.0,1.96949065728e+11,1.970,0.800,0.300,6666.0,398.0
09-05 23:02:59,9.017,1.070,89.913,0.0,0.0,0.0,2349010944.0,195653632.0,1776410624.0,1.96949192704e+11,1.970,0.800,0.300,6612.0,492.0
09-05 23:03:00,17.088,3.492,79.421,0.0,0.0,0.0,1088131072.0,195653632.0,1776410624.0,1.98210072576e+11,1.970,0.800,0.300,6612.0,874.0
09-05 23:03:01,0.0,0.0,100.0,0.0,0.0,0.0,1084919808.0,195653632.0,1776381952.0,1.98213312512e+11,1.970,0.800,0.300,6006.0,398.0
09-05 23:03:02,0.0,0.025,99.975,0.0,0.0,0.0,1084174336.0,195653632.0,1776381952.0,1.98214057984e+11,1.970,0.800,0.300,6372.0,492.0
09-05 23:03:03,0.0,0.0,100.0,0.0,0.0,0.0,1083539456.0,195653632.0,1776381952.0,1.98214692864e+11,1.810,0.780,0.300,6372.0,492.0
09-05 23:03:04,0.0,0.0,100.0,0.0,0.0,0.0,1083023360.0,195653632.0,1776381952.0,1.9821520896e+11,1.810,0.780,0.300,6912.0,492.0
09-05 23:03:05,0.0,0.025,99.975,0.0,0.0,0.0,1082896384.0,195653632.0,1776381952.0,1.98215335936e+11,1.810,0.780,0.300,6372.0,492.0
09-05 23:03:06,0.0,0.0,100.0,0.0,0.0,0.0,1082388480.0,195653632.0,1776381952.0,1.9821584384e+11,1.810,0.780,0.300,7032.0,492.0
09-05 23:03:07,0.0,0.025,99.975,0.0,0.0,0.0,1082007552.0,195653632.0,1776381952.0,1.98216224768e+11,1.810,0.780,0.300,7332.0,492.0
09-05 23:03:08,0.0,0.025,99.975,0.0,0.0,0.0,1081982976.0,195653632.0,1776381952.0,1.98216249344e+11,1.660,0.770,0.300,7932.0,492.0
09-05 23:03:09,0.0,0.025,99.975,0.0,0.0,0.0,1081602048.0,195653632.0,1776381952.0,1.98216630272e+11,1.660,0.770,0.300,7998.0,882.0
09-05 23:03:10,0.0,0.0,100.0,0.0,0.0,0.0,1081221120.0,195653632.0,1776381952.0,1.982170112e+11,1.660,0.770,0.300,8292.0,492.0
09-05 23:03:11,0.0,0.0,100.0,0.0,0.0,0.0,1081208832.0,195657728.0,1776381952.0,1.98217019392e+11,1.660,0.770,0.300,7562.0,684.0
09-05 23:03:12,0.0,0.025,99.975,0.0,0.0,0.0,1080717312.0,195657728.0,1776381952.0,1.98217510912e+11,1.660,0.770,0.300,8562.0,19694.0
09-05 23:03:13,0.0,0.0,100.0,0.0,0.0,0.0,1080078336.0,195657728.0,1776386048.0,1.98218145792e+11,1.530,0.760,0.300,7626.0,492.0
09-05 23:03:14,0.0,0.025,99.975,0.0,0.0,0.0,1079951360.0,195657728.0,1776386048.0,1.98218272768e+11,1.530,0.760,0.300,6552.0,492.0
