"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.group19-project.cs744-s19-pg0.wisc.cloudlab.us",,,,"User:","madanraj"
"Cmdline:","dstat --time --cpu --mem --load --net --output distributed_cluster2_lstm.csv",,,,"Date:","09 May 2019 23:35:18 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
09-05 23:35:31,13.296,2.958,83.670,0.0,0.0,0.076,2737836032.0,196399104.0,1776762880.0,1.96559269888e+11,0.430,0.760,1.230,10398040.0,11127948.0
09-05 23:35:32,13.298,2.660,84.043,0.0,0.0,0.0,2749374464.0,196399104.0,1776762880.0,1.96547731456e+11,0.430,0.760,1.230,10417587.0,11127916.0
09-05 23:35:33,11.762,3.210,85.028,0.0,0.0,0.0,2752425984.0,196399104.0,1776762880.0,1.96544679936e+11,0.430,0.760,1.230,9725987.0,11128669.0
09-05 23:35:34,12.497,3.169,84.284,0.0,0.0,0.051,2764009472.0,196399104.0,1776762880.0,1.96533096448e+11,1.190,0.910,1.270,10072001.0,10778565.0
09-05 23:35:35,12.497,2.377,85.101,0.0,0.0,0.026,2769235968.0,196399104.0,1776762880.0,1.96527869952e+11,1.190,0.910,1.270,9724146.0,11130819.0
09-05 23:35:36,15.271,2.693,81.987,0.0,0.0,0.049,2771144704.0,196399104.0,1776762880.0,1.96525961216e+11,1.190,0.910,1.270,10067742.0,10780893.0
09-05 23:35:37,13.291,2.714,83.970,0.0,0.0,0.025,2778423296.0,196399104.0,1776762880.0,1.96518682624e+11,1.190,0.910,1.270,9727990.0,11124218.0
09-05 23:35:38,14.436,2.456,83.108,0.0,0.0,0.0,2778935296.0,196399104.0,1776762880.0,1.96518170624e+11,1.190,0.910,1.270,10405832.0,11127690.0
09-05 23:35:39,13.094,2.237,84.617,0.0,0.0,0.051,2784096256.0,196399104.0,1776762880.0,1.96513009664e+11,1.260,0.930,1.280,9735580.0,11126230.0
09-05 23:35:40,14.446,2.670,82.834,0.0,0.0,0.050,2787524608.0,196399104.0,1776762880.0,1.96509581312e+11,1.260,0.930,1.280,10069286.0,10780345.0
09-05 23:35:41,12.526,2.423,85.0,0.0,0.0,0.051,2790072320.0,196399104.0,1776762880.0,1.965070336e+11,1.260,0.930,1.280,10065028.0,10781306.0
09-05 23:35:42,11.274,2.754,85.920,0.0,0.0,0.051,2790871040.0,196399104.0,1776762880.0,1.9650623488e+11,1.260,0.930,1.280,9723243.0,11122364.0
09-05 23:35:43,14.782,2.505,82.688,0.0,0.0,0.025,2795253760.0,196399104.0,1776762880.0,1.9650185216e+11,1.260,0.930,1.280,10404824.0,11138284.0
09-05 23:35:44,11.868,2.245,85.862,0.0,0.0,0.026,2798133248.0,196399104.0,1776766976.0,1.96498968576e+11,1.240,0.930,1.280,9723921.0,11162343.0
09-05 23:35:45,13.299,2.107,84.569,0.0,0.0,0.025,2798157824.0,196399104.0,1776766976.0,1.96498944e+11,1.240,0.930,1.280,10074298.0,10779468.0
09-05 23:35:46,12.471,1.997,85.480,0.0,0.0,0.051,2803544064.0,196399104.0,1776766976.0,1.9649355776e+11,1.240,0.930,1.280,9383348.0,10772335.0
09-05 23:35:47,12.829,2.885,84.236,0.0,0.0,0.051,2800238592.0,196399104.0,1776766976.0,1.96496863232e+11,1.240,0.930,1.280,10396794.0,11125688.0
09-05 23:35:48,15.802,2.593,81.580,0.0,0.0,0.024,2803961856.0,196403200.0,1776766976.0,1.96493135872e+11,1.240,0.930,1.280,10406154.0,10776765.0
09-05 23:35:49,13.153,2.711,84.086,0.0,0.0,0.050,2804830208.0,196403200.0,1776766976.0,1.9649226752e+11,1.220,0.930,1.270,9382895.0,11123571.0
09-05 23:35:50,12.338,3.910,83.727,0.0,0.0,0.025,2819371008.0,196403200.0,1776766976.0,1.9647772672e+11,1.220,0.930,1.270,9383969.0,10089025.0
09-05 23:35:51,11.154,3.735,85.035,0.0,0.0,0.077,2822557696.0,196403200.0,1776766976.0,1.96474540032e+11,1.220,0.930,1.270,10056519.0,11131665.0
09-05 23:35:52,13.018,2.848,84.134,0.0,0.0,0.0,2828636160.0,196403200.0,1776766976.0,1.96468461568e+11,1.220,0.930,1.270,9729614.0,10807314.0
09-05 23:35:53,14.495,2.760,82.720,0.0,0.0,0.025,2832064512.0,196403200.0,1776766976.0,1.96465033216e+11,1.220,0.930,1.270,10066336.0,10774654.0
09-05 23:35:54,12.348,3.289,84.337,0.0,0.0,0.025,2831949824.0,196403200.0,1776766976.0,1.96465147904e+11,1.280,0.950,1.280,9725082.0,11123230.0
09-05 23:35:55,13.197,2.217,84.586,0.0,0.0,0.0,2832633856.0,196403200.0,1776766976.0,1.96464463872e+11,1.280,0.950,1.280,10061799.0,11126887.0
09-05 23:35:56,12.746,2.222,84.955,0.0,0.0,0.077,2837614592.0,196403200.0,1776766976.0,1.96459483136e+11,1.280,0.950,1.280,10068426.0,11123762.0
09-05 23:35:57,12.382,2.721,84.872,0.0,0.0,0.025,2836008960.0,196403200.0,1776766976.0,1.96461088768e+11,1.280,0.950,1.280,9902387.0,10468339.0
09-05 23:35:58,12.847,3.231,83.872,0.0,0.0,0.050,2838872064.0,196403200.0,1776766976.0,1.96458225664e+11,1.280,0.950,1.280,9885968.0,11118795.0
09-05 23:35:59,12.323,2.521,85.130,0.0,0.0,0.026,2840129536.0,196403200.0,1776766976.0,1.96456968192e+11,1.260,0.950,1.280,9376788.0,10433676.0
09-05 23:36:00,11.417,2.546,85.986,0.0,0.0,0.051,2839142400.0,196411392.0,1776766976.0,1.96457947136e+11,1.260,0.950,1.280,9719520.0,10430045.0
09-05 23:36:01,13.537,2.496,83.943,0.0,0.0,0.025,2841866240.0,196411392.0,1776766976.0,1.96455223296e+11,1.260,0.950,1.280,9831577.0,10435154.0
09-05 23:36:02,11.786,1.861,86.353,0.0,0.0,0.0,2842947584.0,196411392.0,1776766976.0,1.96454141952e+11,1.260,0.950,1.280,9617534.0,11118232.0
09-05 23:36:03,11.736,2.321,85.891,0.0,0.0,0.052,2840285184.0,196411392.0,1776766976.0,1.96456804352e+11,1.260,0.950,1.280,10405442.0,11124169.0
09-05 23:36:04,12.188,2.550,85.161,0.0,0.0,0.102,2844884992.0,196411392.0,1776766976.0,1.96452204544e+11,4.600,1.650,1.500,9728157.0,10775578.0
09-05 23:36:05,14.840,2.734,82.401,0.0,0.0,0.025,2845679616.0,196411392.0,1776766976.0,1.9645140992e+11,4.600,1.650,1.500,9730141.0,10773772.0
09-05 23:36:06,12.419,4.031,83.550,0.0,0.0,0.0,2852196352.0,196419584.0,1776766976.0,1.96444884992e+11,4.600,1.650,1.500,10401500.0,11470031.0
09-05 23:36:07,12.187,2.810,84.951,0.0,0.0,0.051,2855911424.0,196419584.0,1776766976.0,1.9644116992e+11,4.600,1.650,1.500,9728258.0,10777323.0
09-05 23:36:08,12.157,3.154,84.690,0.0,0.0,0.0,2862030848.0,196419584.0,1776766976.0,1.96435050496e+11,4.600,1.650,1.500,10059404.0,10777431.0
09-05 23:36:09,12.778,2.778,84.419,0.0,0.0,0.025,2862444544.0,196419584.0,1776766976.0,1.964346368e+11,5.190,1.820,1.560,9723483.0,11121866.0
09-05 23:36:10,13.028,2.808,84.113,0.0,0.0,0.051,2866679808.0,196419584.0,1776766976.0,1.96430401536e+11,5.190,1.820,1.560,10073048.0,10778588.0
09-05 23:36:11,13.509,3.215,83.275,0.0,0.0,0.0,2867593216.0,196419584.0,1776766976.0,1.96429488128e+11,5.190,1.820,1.560,10058015.0,10774945.0
09-05 23:36:12,12.683,2.075,85.217,0.0,0.0,0.026,2868199424.0,196419584.0,1776766976.0,1.9642888192e+11,5.190,1.820,1.560,9726653.0,11122481.0
09-05 23:36:13,14.734,2.019,83.221,0.0,0.0,0.025,2868944896.0,196419584.0,1776775168.0,1.96428128256e+11,5.190,1.820,1.560,9737204.0,10775480.0
09-05 23:36:14,15.180,2.415,82.356,0.0,0.0,0.049,2870173696.0,196419584.0,1776783360.0,1.96426891264e+11,4.860,1.810,1.550,10062361.0,11121435.0
09-05 23:36:15,12.459,3.121,84.369,0.0,0.0,0.051,2873352192.0,196419584.0,1776783360.0,1.96423712768e+11,4.860,1.810,1.550,10061464.0,10430950.0
09-05 23:36:16,14.418,2.099,83.483,0.0,0.0,0.0,2872074240.0,196419584.0,1776783360.0,1.9642499072e+11,4.860,1.810,1.550,9724824.0,11120333.0
09-05 23:36:17,15.152,3.128,81.672,0.0,0.0,0.049,2870784000.0,196419584.0,1776783360.0,1.9642628096e+11,4.860,1.810,1.550,9728189.0,10779004.0
09-05 23:36:18,14.615,2.382,82.978,0.0,0.0,0.025,2872037376.0,196423680.0,1776783360.0,1.96425023488e+11,4.860,1.810,1.550,10066841.0,11121063.0
09-05 23:36:19,14.859,2.823,82.318,0.0,0.0,0.0,2872631296.0,196423680.0,1776783360.0,1.96424429568e+11,4.550,1.800,1.550,10061358.0,11121347.0
09-05 23:36:20,12.335,3.147,84.492,0.0,0.0,0.025,2871693312.0,196423680.0,1776783360.0,1.96425367552e+11,4.550,1.800,1.550,9721173.0,10774080.0
09-05 23:36:21,12.066,2.755,85.128,0.0,0.0,0.051,2873999360.0,196423680.0,1776783360.0,1.96423061504e+11,4.550,1.800,1.550,9386544.0,10427355.0
09-05 23:36:22,11.871,2.081,85.997,0.0,0.0,0.051,2873532416.0,196423680.0,1776783360.0,1.96423528448e+11,4.550,1.800,1.550,10396956.0,11124708.0
09-05 23:36:23,12.977,2.701,84.297,0.0,0.0,0.025,2874228736.0,196431872.0,1776783360.0,1.96422823936e+11,4.550,1.800,1.550,9736998.0,10779703.0
09-05 23:36:24,14.218,2.437,83.296,0.0,0.0,0.050,2872778752.0,196431872.0,1776783360.0,1.9642427392e+11,6.270,2.200,1.680,10061038.0,11122507.0
09-05 23:36:25,13.261,2.248,84.441,0.0,0.0,0.051,2870521856.0,196431872.0,1776783360.0,1.96426530816e+11,6.270,2.200,1.680,10062321.0,11121859.0
09-05 23:36:26,12.839,3.241,83.894,0.0,0.0,0.025,2874134528.0,196431872.0,1776783360.0,1.96422918144e+11,6.270,2.200,1.680,9722017.0,10774256.0
09-05 23:36:27,13.548,1.840,84.611,0.0,0.0,0.0,2874286080.0,196431872.0,1776783360.0,1.96422766592e+11,6.270,2.200,1.680,9726377.0,10774397.0
09-05 23:36:28,14.043,2.328,83.630,0.0,0.0,0.0,2874990592.0,196431872.0,1776783360.0,1.9642206208e+11,6.270,2.200,1.680,9722400.0,10775835.0
09-05 23:36:29,12.652,2.642,84.680,0.0,0.0,0.025,2874122240.0,196435968.0,1776783360.0,1.96422926336e+11,5.930,2.190,1.680,10057694.0,10778716.0
09-05 23:36:30,13.355,2.666,83.954,0.0,0.0,0.025,2875826176.0,196435968.0,1776783360.0,1.964212224e+11,5.930,2.190,1.680,10066771.0,11122805.0
09-05 23:36:31,14.851,1.978,83.120,0.0,0.0,0.050,2876891136.0,196435968.0,1776783360.0,1.9642015744e+11,5.930,2.190,1.680,9725494.0,10777281.0
09-05 23:36:32,12.177,2.661,85.111,0.0,0.0,0.051,2877534208.0,196435968.0,1776783360.0,1.96419514368e+11,5.930,2.190,1.680,10063515.0,10777021.0
09-05 23:36:33,14.691,2.914,82.395,0.0,0.0,0.0,2877763584.0,196435968.0,1776783360.0,1.96419284992e+11,5.930,2.190,1.680,10064791.0,11471764.0
09-05 23:36:34,12.631,2.224,85.093,0.0,0.0,0.051,2880897024.0,196435968.0,1776783360.0,1.96416151552e+11,7.530,2.590,1.810,9730943.0,10430369.0
09-05 23:36:35,13.587,1.749,84.613,0.0,0.0,0.051,2879102976.0,196444160.0,1776783360.0,1.96417937408e+11,7.530,2.590,1.810,10396467.0,11125043.0
09-05 23:36:36,13.092,2.456,84.401,0.0,0.0,0.051,2880385024.0,196444160.0,1776783360.0,1.9641665536e+11,7.530,2.590,1.810,9728832.0,10775626.0
09-05 23:36:37,12.258,2.752,84.939,0.0,0.0,0.051,2880684032.0,196444160.0,1776783360.0,1.96416356352e+11,7.530,2.590,1.810,9719285.0,10774019.0
09-05 23:36:38,14.870,2.280,82.850,0.0,0.0,0.0,2881712128.0,196444160.0,1776783360.0,1.96415328256e+11,7.530,2.590,1.810,9725738.0,10775830.0
09-05 23:36:39,11.729,3.111,85.110,0.0,0.0,0.051,2880688128.0,196444160.0,1776783360.0,1.96416352256e+11,7.570,2.680,1.850,10048591.0,10774678.0
09-05 23:36:40,13.650,3.250,83.050,0.0,0.0,0.050,2878218240.0,196444160.0,1776783360.0,1.96418822144e+11,7.570,2.680,1.850,10067808.0,11130483.0
09-05 23:36:41,11.940,2.007,86.052,0.0,0.0,0.0,2880057344.0,196448256.0,1776787456.0,1.96416974848e+11,7.570,2.680,1.850,9722696.0,11120163.0
09-05 23:36:42,11.952,2.847,85.176,0.0,0.0,0.026,2882359296.0,196448256.0,1776787456.0,1.96414672896e+11,7.570,2.680,1.850,9725520.0,10431622.0
09-05 23:36:43,13.619,2.018,84.338,0.0,0.0,0.025,2881380352.0,196448256.0,1776787456.0,1.9641565184e+11,7.570,2.680,1.850,10059283.0,11122560.0
09-05 23:36:44,12.008,2.546,85.420,0.0,0.0,0.026,2880208896.0,196448256.0,1776787456.0,1.96416823296e+11,7.040,2.650,1.840,9726635.0,10776125.0
09-05 23:36:45,10.979,2.641,86.354,0.0,0.0,0.026,2881462272.0,196448256.0,1776787456.0,1.9641556992e+11,7.040,2.650,1.840,10066243.0,11132629.0
09-05 23:36:46,11.748,2.169,86.032,0.0,0.0,0.052,2881671168.0,196448256.0,1776787456.0,1.96415361024e+11,7.040,2.650,1.840,10061585.0,11126616.0
09-05 23:36:47,13.335,2.672,83.968,0.0,0.0,0.025,2883268608.0,196448256.0,1776787456.0,1.96413763584e+11,7.040,2.650,1.840,10071735.0,10775641.0
09-05 23:36:48,12.396,3.769,83.810,0.0,0.0,0.025,2882433024.0,196448256.0,1776787456.0,1.96414599168e+11,7.040,2.650,1.840,9725020.0,11121822.0
09-05 23:36:49,12.917,2.522,84.535,0.0,0.0,0.025,2881138688.0,196448256.0,1776787456.0,1.96415893504e+11,6.640,2.640,1.840,10066898.0,10778015.0
09-05 23:36:50,10.902,3.041,86.031,0.0,0.0,0.026,2884317184.0,196448256.0,1776787456.0,1.96412715008e+11,6.640,2.640,1.840,9715749.0,10774230.0
09-05 23:36:51,13.782,2.726,83.442,0.0,0.0,0.050,2882195456.0,196448256.0,1776787456.0,1.96414836736e+11,6.640,2.640,1.840,10065748.0,10777160.0
09-05 23:36:52,13.181,2.137,84.656,0.0,0.0,0.025,2884050944.0,196452352.0,1776787456.0,1.96412977152e+11,6.640,2.640,1.840,9725526.0,11120619.0
09-05 23:36:53,13.011,2.262,84.701,0.0,0.0,0.025,2883268608.0,196452352.0,1776787456.0,1.96413759488e+11,6.640,2.640,1.840,9720839.0,10775986.0
09-05 23:36:54,13.450,2.204,84.296,0.0,0.0,0.051,2883629056.0,196452352.0,1776787456.0,1.9641339904e+11,6.190,2.610,1.840,10064031.0,10784250.0
09-05 23:36:55,12.111,3.161,84.678,0.0,0.0,0.051,2884042752.0,196452352.0,1776787456.0,1.96412985344e+11,6.190,2.610,1.840,9725438.0,11120723.0
09-05 23:36:56,13.105,3.744,83.100,0.0,0.0,0.050,2884534272.0,196452352.0,1776787456.0,1.96412493824e+11,6.190,2.610,1.840,9726607.0,10430287.0
09-05 23:36:57,12.586,2.644,84.770,0.0,0.0,0.0,2884161536.0,196452352.0,1776787456.0,1.9641286656e+11,6.190,2.610,1.840,10059941.0,11124050.0
09-05 23:36:58,12.920,2.518,84.512,0.0,0.0,0.051,2883325952.0,196456448.0,1776787456.0,1.96413698048e+11,6.190,2.610,1.840,9728085.0,10774842.0
09-05 23:36:59,12.462,2.349,85.163,0.0,0.0,0.026,2887127040.0,196456448.0,1776787456.0,1.9640989696e+11,5.770,2.590,1.830,10401240.0,10775239.0
09-05 23:37:00,11.353,1.996,86.599,0.0,0.0,0.052,2886688768.0,196456448.0,1776787456.0,1.96410335232e+11,5.770,2.590,1.830,9393989.0,11124868.0
09-05 23:37:01,11.946,2.420,85.608,0.0,0.0,0.026,2886963200.0,196456448.0,1776787456.0,1.964100608e+11,5.770,2.590,1.830,10404222.0,11127225.0
09-05 23:37:02,14.745,2.746,82.484,0.0,0.0,0.025,2885582848.0,196456448.0,1776799744.0,1.96411428864e+11,5.770,2.590,1.830,9734853.0,11133136.0
09-05 23:37:03,11.822,1.988,86.164,0.0,0.0,0.026,2887675904.0,196456448.0,1776799744.0,1.96409335808e+11,5.770,2.590,1.830,10065957.0,10780447.0
09-05 23:37:04,11.085,2.004,86.911,0.0,0.0,0.0,2888491008.0,196456448.0,1776799744.0,1.96408520704e+11,7.070,2.910,1.940,9387215.0,10427491.0
09-05 23:37:05,13.580,3.070,83.325,0.0,0.0,0.025,2887446528.0,196456448.0,1776799744.0,1.96409565184e+11,7.070,2.910,1.940,10061412.0,11123164.0
09-05 23:37:06,11.443,4.087,84.444,0.0,0.0,0.026,2888798208.0,196456448.0,1776799744.0,1.96408213504e+11,7.070,2.910,1.940,10065290.0,10778381.0
09-05 23:37:07,14.300,2.250,83.400,0.0,0.0,0.050,2888704000.0,196456448.0,1776799744.0,1.96408307712e+11,7.070,2.910,1.940,10082785.0,10784396.0
09-05 23:37:08,12.706,2.638,84.580,0.0,0.0,0.076,2889007104.0,196456448.0,1776799744.0,1.96408004608e+11,7.070,2.910,1.940,9716248.0,11124152.0
09-05 23:37:09,10.995,2.068,86.911,0.0,0.0,0.026,2889306112.0,196456448.0,1776799744.0,1.964077056e+11,6.670,2.890,1.940,10108853.0,10781138.0
09-05 23:37:10,13.832,2.576,83.542,0.0,0.0,0.050,2891395072.0,196460544.0,1776803840.0,1.96405608448e+11,6.670,2.890,1.940,9723636.0,10778826.0
09-05 23:37:11,12.911,2.703,84.386,0.0,0.0,0.0,2891567104.0,196460544.0,1776803840.0,1.96405436416e+11,6.670,2.890,1.940,9721378.0,10778244.0
09-05 23:37:12,12.432,2.394,85.097,0.0,0.0,0.077,2891362304.0,196460544.0,1776803840.0,1.96405641216e+11,6.670,2.890,1.940,10405263.0,11129180.0
09-05 23:37:13,12.148,2.251,85.550,0.0,0.0,0.051,2888073216.0,196460544.0,1776803840.0,1.96408930304e+11,6.670,2.890,1.940,9384836.0,10773569.0
09-05 23:37:14,13.846,2.904,83.200,0.0,0.0,0.050,2892152832.0,196460544.0,1776803840.0,1.96404850688e+11,6.210,2.860,1.940,10066339.0,10780247.0
09-05 23:37:15,14.789,2.481,82.705,0.0,0.0,0.025,2892161024.0,196460544.0,1776803840.0,1.96404842496e+11,6.210,2.860,1.940,9721173.0,10775795.0
09-05 23:37:16,12.045,2.204,85.648,0.0,0.0,0.103,2890608640.0,196460544.0,1776803840.0,1.9640639488e+11,6.210,2.860,1.940,9723753.0,10778857.0
09-05 23:37:17,11.740,1.888,86.372,0.0,0.0,0.0,2891976704.0,196460544.0,1776803840.0,1.96405026816e+11,6.210,2.860,1.940,10057480.0,10776742.0
09-05 23:37:18,15.996,2.902,81.053,0.0,0.0,0.049,2892595200.0,196460544.0,1776803840.0,1.9640440832e+11,6.210,2.860,1.940,9722982.0,11126142.0
09-05 23:37:19,11.892,2.291,85.766,0.0,0.0,0.051,2894184448.0,196460544.0,1776803840.0,1.96402819072e+11,6.520,2.980,1.980,10064081.0,10779431.0
09-05 23:37:20,13.377,2.675,83.922,0.0,0.0,0.025,2892021760.0,196460544.0,1776803840.0,1.9640498176e+11,6.520,2.980,1.980,9380086.0,10424945.0
09-05 23:37:21,13.396,2.523,84.031,0.0,0.0,0.050,2890739712.0,196464640.0,1776803840.0,1.96406259712e+11,6.520,2.980,1.980,10060689.0,11125193.0
09-05 23:37:22,13.125,2.524,84.326,0.0,0.0,0.025,2892165120.0,196464640.0,1776803840.0,1.96404834304e+11,6.520,2.980,1.980,9728617.0,10429543.0
09-05 23:37:23,9.854,3.484,86.635,0.0,0.0,0.026,2892951552.0,196464640.0,1776803840.0,1.96404047872e+11,6.520,2.980,1.980,9723436.0,11122288.0
09-05 23:37:24,12.452,3.424,84.098,0.0,0.0,0.025,2891075584.0,196464640.0,1776803840.0,1.9640592384e+11,6.070,2.950,1.970,10057705.0,10778537.0
09-05 23:37:25,12.013,2.536,85.400,0.0,0.0,0.051,2889576448.0,196464640.0,1776803840.0,1.96407422976e+11,6.070,2.950,1.970,9723161.0,11128231.0
09-05 23:37:26,12.066,2.806,85.077,0.0,0.0,0.051,2893615104.0,196464640.0,1776803840.0,1.9640338432e+11,6.070,2.950,1.970,10412656.0,11127053.0
09-05 23:37:27,12.075,2.703,85.170,0.0,0.0,0.051,2891640832.0,196464640.0,1776803840.0,1.96405358592e+11,6.070,2.950,1.970,9721806.0,10774019.0
09-05 23:37:28,14.774,2.677,82.524,0.0,0.0,0.025,2894520320.0,196464640.0,1776803840.0,1.96402479104e+11,6.070,2.950,1.970,9744199.0,10781114.0
09-05 23:37:29,11.083,3.524,85.368,0.0,0.0,0.026,2894467072.0,196464640.0,1776803840.0,1.96402532352e+11,5.910,2.960,1.990,9713500.0,10776422.0
09-05 23:37:30,13.679,3.017,83.279,0.0,0.0,0.025,2896740352.0,196464640.0,1776803840.0,1.96400259072e+11,5.910,2.960,1.990,10068428.0,11124681.0
09-05 23:37:31,12.103,2.610,85.261,0.0,0.0,0.026,2895343616.0,196464640.0,1776803840.0,1.96401655808e+11,5.910,2.960,1.990,10061116.0,10433912.0
09-05 23:37:32,12.310,3.842,83.797,0.0,0.0,0.051,2896424960.0,196464640.0,1776803840.0,1.96400574464e+11,5.910,2.960,1.990,9728867.0,11468226.0
09-05 23:37:33,14.240,3.032,82.704,0.0,0.0,0.025,2896637952.0,196468736.0,1776803840.0,1.96400357376e+11,5.910,2.960,1.990,10065940.0,10779711.0
09-05 23:37:34,12.835,2.880,84.260,0.0,0.0,0.025,2898345984.0,196468736.0,1776803840.0,1.96398649344e+11,5.590,2.950,1.990,9381447.0,10430369.0
09-05 23:37:35,14.936,2.854,82.160,0.0,0.0,0.049,2897477632.0,196468736.0,1776803840.0,1.96399517696e+11,5.590,2.950,1.990,10060947.0,11123605.0
09-05 23:37:36,10.579,3.912,85.483,0.0,0.0,0.026,2897866752.0,196468736.0,1776803840.0,1.96399128576e+11,5.590,2.950,1.990,10066591.0,10776168.0
09-05 23:37:37,14.272,3.276,82.403,0.0,0.0,0.050,2896044032.0,196468736.0,1776803840.0,1.96400951296e+11,5.590,2.950,1.990,9383210.0,10775097.0
09-05 23:37:38,12.343,2.053,85.579,0.0,0.0,0.026,2896478208.0,196468736.0,1776807936.0,1.96400513024e+11,5.590,2.950,1.990,10066150.0,10779482.0
09-05 23:37:39,12.738,2.311,84.926,0.0,0.0,0.026,2895736832.0,196468736.0,1776807936.0,1.964012544e+11,5.470,2.970,2.0,10066693.0,10779464.0
09-05 23:37:40,14.211,2.987,82.778,0.0,0.0,0.025,2897821696.0,196468736.0,1776807936.0,1.96399169536e+11,5.470,2.970,2.0,9729130.0,10776071.0
09-05 23:37:41,13.600,2.123,84.252,0.0,0.0,0.025,2897309696.0,196468736.0,1776807936.0,1.96399681536e+11,5.470,2.970,2.0,10054171.0,11123502.0
09-05 23:37:42,13.313,2.404,84.232,0.0,0.0,0.051,2899451904.0,196468736.0,1776807936.0,1.96397539328e+11,5.470,2.970,2.0,9727804.0,10776624.0
09-05 23:37:43,13.111,3.309,83.555,0.0,0.0,0.025,2899828736.0,196468736.0,1776807936.0,1.96397162496e+11,5.470,2.970,2.0,10060800.0,11124146.0
09-05 23:37:44,14.121,3.149,82.654,0.0,0.0,0.075,2899496960.0,196468736.0,1776807936.0,1.96397494272e+11,5.110,2.930,1.990,10068980.0,10776643.0
09-05 23:37:45,12.802,2.949,84.199,0.0,0.0,0.050,2899271680.0,196468736.0,1776807936.0,1.96397719552e+11,5.110,2.930,1.990,10058096.0,10777520.0
09-05 23:37:46,12.677,3.662,83.636,0.0,0.0,0.025,2896441344.0,196468736.0,1776807936.0,1.96400549888e+11,5.110,2.930,1.990,9726323.0,11123403.0
09-05 23:37:47,11.789,3.089,85.122,0.0,0.0,0.0,2897932288.0,196468736.0,1776807936.0,1.96399058944e+11,5.110,2.930,1.990,10064574.0,10774184.0
09-05 23:37:48,13.630,2.946,83.350,0.0,0.0,0.075,2898657280.0,196468736.0,1776807936.0,1.96398333952e+11,5.110,2.930,1.990,9731842.0,11133462.0
09-05 23:37:49,13.247,3.699,83.029,0.0,0.0,0.025,2902372352.0,196468736.0,1776807936.0,1.9639461888e+11,4.780,2.900,1.990,9714937.0,10776567.0
09-05 23:37:50,14.470,2.710,82.770,0.0,0.0,0.050,2900766720.0,196468736.0,1776807936.0,1.96396224512e+11,4.780,2.900,1.990,9739874.0,10776685.0
