"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.group19-project.cs744-s19-pg0.wisc.cloudlab.us",,,,"User:","madanraj"
"Cmdline:","dstat --time --cpu --mem --load --net --output distributed_cluster2_rnn.csv",,,,"Date:","09 May 2019 23:31:06 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
09-05 23:31:22,8.859,0.926,90.190,0.0,0.0,0.025,2622705664.0,196300800.0,1776680960.0,1.9667458048e+11,0.180,1.200,1.470,5635775.0,6287720.0
09-05 23:31:23,8.367,1.202,90.356,0.0,0.0,0.075,2624069632.0,196300800.0,1776680960.0,1.96673216512e+11,0.180,1.200,1.470,5751306.0,6312167.0
09-05 23:31:24,8.532,0.878,90.565,0.0,0.0,0.025,2627936256.0,196304896.0,1776680960.0,1.96669345792e+11,0.250,1.200,1.460,5632357.0,6184029.0
09-05 23:31:25,7.760,1.062,91.153,0.0,0.0,0.025,2626920448.0,196304896.0,1776680960.0,1.966703616e+11,0.250,1.200,1.460,5637951.0,6208797.0
09-05 23:31:26,8.609,1.051,90.290,0.0,0.0,0.050,2628018176.0,196304896.0,1776680960.0,1.96669263872e+11,0.250,1.200,1.460,5643012.0,6185406.0
09-05 23:31:27,7.735,0.812,91.428,0.0,0.0,0.025,2629296128.0,196304896.0,1776689152.0,1.96667977728e+11,0.250,1.200,1.460,5631733.0,6183864.0
09-05 23:31:28,8.811,0.826,90.338,0.0,0.0,0.025,2631741440.0,196304896.0,1776689152.0,1.96665532416e+11,0.250,1.200,1.460,5718882.0,6366307.0
09-05 23:31:29,7.937,0.859,91.178,0.0,0.0,0.025,2630709248.0,196304896.0,1776689152.0,1.96666564608e+11,0.310,1.190,1.460,5662696.0,6186042.0
09-05 23:31:30,8.404,1.054,90.467,0.0,0.0,0.075,2630983680.0,196308992.0,1776689152.0,1.9666628608e+11,0.310,1.190,1.460,5724344.0,6221579.0
09-05 23:31:31,7.850,1.085,91.040,0.0,0.0,0.025,2631221248.0,196308992.0,1776689152.0,1.96666048512e+11,0.310,1.190,1.460,5632357.0,6200306.0
09-05 23:31:32,8.482,0.954,90.514,0.0,0.0,0.050,2630393856.0,196308992.0,1776693248.0,1.96666871808e+11,0.310,1.190,1.460,5634001.0,6274896.0
09-05 23:31:33,8.210,0.831,90.884,0.0,0.0,0.076,2631663616.0,196308992.0,1776693248.0,1.96665602048e+11,0.310,1.190,1.460,5637919.0,6183877.0
09-05 23:31:34,8.483,1.201,90.265,0.0,0.0,0.050,2633752576.0,196308992.0,1776693248.0,1.96663513088e+11,0.610,1.240,1.470,5631792.0,6184769.0
09-05 23:31:35,7.956,1.057,90.911,0.0,0.0,0.076,2633269248.0,196308992.0,1776693248.0,1.96663996416e+11,0.610,1.240,1.470,5723604.0,6277341.0
09-05 23:31:36,8.193,1.303,90.454,0.0,0.0,0.050,2635186176.0,196308992.0,1776693248.0,1.96662079488e+11,0.610,1.240,1.470,5631344.0,6184868.0
09-05 23:31:37,7.888,1.084,91.003,0.0,0.0,0.025,2638643200.0,196308992.0,1776693248.0,1.96658622464e+11,0.610,1.240,1.470,5717153.0,6222089.0
09-05 23:31:38,8.268,0.980,90.701,0.0,0.0,0.050,2639441920.0,196308992.0,1776697344.0,1.96657819648e+11,0.610,1.240,1.470,5450601.0,5998404.0
09-05 23:31:39,8.216,1.152,90.556,0.0,0.0,0.075,2646515712.0,196308992.0,1776701440.0,1.9665074176e+11,0.880,1.290,1.490,5540756.0,6184871.0
09-05 23:31:40,7.552,1.212,91.210,0.0,0.0,0.025,2645733376.0,196308992.0,1776701440.0,1.96651524096e+11,0.880,1.290,1.490,5540815.0,6029593.0
09-05 23:31:41,7.620,0.911,91.418,0.0,0.0,0.051,2644869120.0,196308992.0,1776701440.0,1.96652388352e+11,0.880,1.290,1.490,5541305.0,6094607.0
09-05 23:31:42,8.873,0.975,90.127,0.0,0.0,0.025,2647035904.0,196313088.0,1776701440.0,1.96650217472e+11,0.880,1.290,1.490,5563910.0,6186653.0
09-05 23:31:43,8.122,1.081,90.772,0.0,0.0,0.025,2649124864.0,196313088.0,1776701440.0,1.96648128512e+11,0.880,1.290,1.490,5627019.0,6185033.0
09-05 23:31:44,8.467,0.854,90.628,0.0,0.0,0.050,2649419776.0,196313088.0,1776701440.0,1.966478336e+11,1.130,1.330,1.500,5667169.0,6189927.0
09-05 23:31:45,9.229,1.194,89.502,0.0,0.0,0.075,2651828224.0,196313088.0,1776701440.0,1.96645425152e+11,1.130,1.330,1.500,9729757.0,10620730.0
09-05 23:31:46,8.589,1.155,90.206,0.0,0.0,0.050,2652700672.0,196313088.0,1776701440.0,1.96644552704e+11,1.130,1.330,1.500,11021204.0,12118729.0
09-05 23:31:47,9.168,1.565,89.217,0.0,0.0,0.050,2652401664.0,196317184.0,1776697344.0,1.96644851712e+11,1.130,1.330,1.500,11005466.0,12097818.0
09-05 23:31:48,8.031,1.460,90.408,0.0,0.0,0.101,2655121408.0,196317184.0,1776701440.0,1.96642127872e+11,1.130,1.330,1.500,11257679.0,12278883.0
09-05 23:31:49,8.907,1.176,89.817,0.0,0.0,0.100,2653913088.0,196317184.0,1776701440.0,1.96643336192e+11,1.200,1.340,1.500,11273457.0,12464938.0
09-05 23:31:50,8.528,1.107,90.314,0.0,0.0,0.050,2654814208.0,196317184.0,1776705536.0,1.96642430976e+11,1.200,1.340,1.500,11174152.0,12278949.0
09-05 23:31:51,7.967,1.138,90.845,0.0,0.0,0.051,2658906112.0,196317184.0,1776709632.0,1.96638334976e+11,1.200,1.340,1.500,11333935.0,12278388.0
09-05 23:31:52,8.536,1.205,90.183,0.0,0.0,0.075,2657423360.0,196317184.0,1776709632.0,1.96639817728e+11,1.200,1.340,1.500,11105216.0,12277316.0
09-05 23:31:53,8.285,1.306,90.334,0.0,0.0,0.075,2659782656.0,196317184.0,1776709632.0,1.96637458432e+11,1.200,1.340,1.500,9224181.0,10155216.0
09-05 23:31:54,7.727,0.934,91.288,0.0,0.0,0.051,2660081664.0,196317184.0,1776709632.0,1.96637159424e+11,1.500,1.400,1.520,5637961.0,6292609.0
09-05 23:31:55,7.275,1.104,91.621,0.0,0.0,0.0,2788954112.0,196317184.0,1776713728.0,1.9650828288e+11,1.500,1.400,1.520,5638208.0,6184754.0
09-05 23:31:56,14.488,4.215,81.272,0.0,0.0,0.025,1307635712.0,196317184.0,1776713728.0,1.9798960128e+11,1.500,1.400,1.520,5629900.0,6186055.0
09-05 23:31:57,0.350,0.225,99.425,0.0,0.0,0.0,1305944064.0,196317184.0,1776693248.0,1.97991313408e+11,1.500,1.400,1.520,5544629.0,6092259.0
09-05 23:31:58,0.375,0.225,99.400,0.0,0.0,0.0,1304600576.0,196321280.0,1776689152.0,1.97992656896e+11,1.500,1.400,1.520,5717276.0,6275143.0
09-05 23:31:59,0.225,0.175,99.575,0.0,0.0,0.025,1304367104.0,196321280.0,1776693248.0,1.97992886272e+11,1.380,1.380,1.510,5640571.0,6278478.0
09-05 23:32:00,0.325,0.125,99.550,0.0,0.0,0.0,1301102592.0,196321280.0,1776693248.0,1.97996150784e+11,1.380,1.380,1.510,5635171.0,6097368.0
09-05 23:32:01,0.375,0.175,99.425,0.0,0.0,0.025,1300828160.0,196321280.0,1776697344.0,1.9799642112e+11,1.380,1.380,1.510,5632953.0,6189668.0
09-05 23:32:02,0.499,0.125,99.376,0.0,0.0,0.0,1300561920.0,196321280.0,1776697344.0,1.9799668736e+11,1.380,1.380,1.510,5634821.0,6185334.0
09-05 23:32:03,0.250,0.150,99.600,0.0,0.0,0.0,1297371136.0,196321280.0,1776697344.0,1.97999878144e+11,1.380,1.380,1.510,5659806.0,6203764.0
09-05 23:32:04,0.275,0.125,99.575,0.0,0.0,0.025,1298124800.0,196321280.0,1776697344.0,1.9799912448e+11,1.270,1.360,1.510,5483642.0,6014065.0
09-05 23:32:05,0.250,0.175,99.574,0.0,0.0,0.0,1297846272.0,196321280.0,1776697344.0,1.97999403008e+11,1.270,1.360,1.510,5630189.0,6092738.0
09-05 23:32:06,0.250,0.100,99.650,0.0,0.0,0.0,1295368192.0,196321280.0,1776697344.0,1.98001881088e+11,1.270,1.360,1.510,5628982.0,6184373.0
09-05 23:32:07,0.275,0.125,99.599,0.0,0.0,0.0,1294004224.0,196321280.0,1776697344.0,1.98003245056e+11,1.270,1.360,1.510,5557470.0,6095168.0
09-05 23:32:08,0.325,0.200,99.475,0.0,0.0,0.0,1294573568.0,196321280.0,1776701440.0,1.98002671616e+11,1.270,1.360,1.510,5478984.0,6093498.0
09-05 23:32:09,0.325,0.125,99.550,0.0,0.0,0.0,1292726272.0,196321280.0,1776701440.0,1.98004518912e+11,1.170,1.330,1.500,5626627.0,6185731.0
09-05 23:32:10,0.275,0.075,99.625,0.0,0.0,0.025,1291382784.0,196321280.0,1776701440.0,1.980058624e+11,1.170,1.330,1.500,5555949.0,6094937.0
09-05 23:32:11,0.400,0.175,99.425,0.0,0.0,0.0,1291694080.0,196321280.0,1776701440.0,1.98005551104e+11,1.170,1.330,1.500,5656399.0,6187309.0
09-05 23:32:12,0.300,0.200,99.500,0.0,0.0,0.0,1289789440.0,196321280.0,1776701440.0,1.98007455744e+11,1.170,1.330,1.500,5741291.0,6280790.0
09-05 23:32:13,0.375,0.125,99.475,0.0,0.0,0.025,1289248768.0,196321280.0,1776701440.0,1.98007996416e+11,1.170,1.330,1.500,5537959.0,6020667.0
09-05 23:32:14,0.275,0.150,99.574,0.0,0.0,0.0,1289527296.0,196321280.0,1776701440.0,1.98007717888e+11,1.080,1.310,1.490,5593149.0,6097352.0
09-05 23:32:15,0.300,0.100,99.600,0.0,0.0,0.0,1287905280.0,196321280.0,1776701440.0,1.98009339904e+11,1.080,1.310,1.490,5446581.0,6093296.0
09-05 23:32:16,0.275,0.150,99.574,0.0,0.0,0.0,1288376320.0,196329472.0,1776701440.0,1.98008860672e+11,1.080,1.310,1.490,5560414.0,6117615.0
09-05 23:32:17,0.375,0.225,99.400,0.0,0.0,0.0,1287811072.0,196329472.0,1776701440.0,1.9800942592e+11,1.080,1.310,1.490,5550636.0,6104439.0
09-05 23:32:18,0.300,0.175,99.500,0.0,0.0,0.025,1288777728.0,196329472.0,1776701440.0,1.98008459264e+11,1.080,1.310,1.490,5717621.0,6278837.0
09-05 23:32:19,0.400,0.150,99.425,0.0,0.0,0.025,1288036352.0,196329472.0,1776701440.0,1.9800920064e+11,0.990,1.290,1.480,5659187.0,6204642.0
09-05 23:32:20,0.250,0.150,99.599,0.0,0.0,0.0,1287700480.0,196329472.0,1776705536.0,1.98009532416e+11,0.990,1.290,1.480,5544773.0,6093263.0
09-05 23:32:21,0.225,0.150,99.599,0.0,0.0,0.025,1288089600.0,196333568.0,1776701440.0,1.98009143296e+11,0.990,1.290,1.480,5718180.0,6277896.0
09-05 23:32:22,0.225,0.125,99.649,0.0,0.0,0.0,1287884800.0,196333568.0,1776705536.0,1.98009344e+11,0.990,1.290,1.480,5670903.0,6188315.0
09-05 23:32:23,0.200,0.175,99.625,0.0,0.0,0.0,1287598080.0,196333568.0,1776705536.0,1.9800963072e+11,0.990,1.290,1.480,3692864.0,4078810.0
09-05 23:32:24,0.0,0.0,100.0,0.0,0.0,0.0,1287925760.0,196333568.0,1776705536.0,1.9800930304e+11,0.910,1.270,1.470,8254.0,832.0
09-05 23:32:25,0.0,0.0,100.0,0.0,0.0,0.0,1287720960.0,196333568.0,1776705536.0,1.9800950784e+11,0.910,1.270,1.470,7392.0,492.0
09-05 23:32:26,0.0,0.025,99.975,0.0,0.0,0.0,1287593984.0,196333568.0,1776705536.0,1.98009634816e+11,0.910,1.270,1.470,7092.0,492.0
09-05 23:32:27,0.0,0.025,99.975,0.0,0.0,0.0,1287462912.0,196337664.0,1776705536.0,1.98009761792e+11,0.910,1.270,1.470,7808.0,618.0
09-05 23:32:28,0.0,0.050,99.950,0.0,0.0,0.0,1287589888.0,196337664.0,1776705536.0,1.98009634816e+11,0.910,1.270,1.470,7416.0,19410.0
09-05 23:32:29,0.0,0.0,100.0,0.0,0.0,0.0,1287553024.0,196337664.0,1776705536.0,1.9800967168e+11,0.840,1.250,1.460,6792.0,492.0
09-05 23:32:30,0.0,0.0,100.0,0.0,0.0,0.0,1287553024.0,196337664.0,1776705536.0,1.9800967168e+11,0.840,1.250,1.460,7632.0,492.0
09-05 23:32:31,0.0,0.025,99.975,0.0,0.0,0.0,1287524352.0,196337664.0,1776709632.0,1.98009696256e+11,0.840,1.250,1.460,6852.0,492.0
09-05 23:32:32,0.0,0.0,100.0,0.0,0.0,0.0,1287397376.0,196345856.0,1776701440.0,1.98009823232e+11,0.840,1.250,1.460,6858.0,882.0
